"","Nom.du.campement","Old_person","Adulte","Enfant...Notez.si.la.personne.est.un.enfant.","MY.REFERENCE","Sexe","Lieu.de.naissance.coded","Est.ce.que.la.personne.à.des.enfants.....La.personne.à.des.enfants....Combien.d.enfants.en.vie","Tranche.d.age","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V67.1","median","max"
"53","VMA",1,1,0,"MI26","F","Minganga",6,"Personne âgée",0,0,0,0,0,0,0,0,2814.01352185165,3708.34757203055,4926.1498649356,8977.81551371977,14723.2585856623,14779.5745511928,15161.8323621648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3173.7113423696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21239.8847915227,0,16992.4332653818,0,NA,11850.537049691,21239.8847915227
"54","Bylikombo2",0,0,0,"MI27","F","Minganga",NA,"Adolescent",0,0,0,0,0,0,0,3708.34757203055,0,0,1217.94156755871,5419.28879393557,11280.8157334613,11336.9783121699,11748.2197056644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1241.30171438424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13563.5585566147,0,NA,8350.05226369842,13563.5585566147
"55","Bylikombo2",1,1,0,"MI28","F","Minganga",4,"Personne âgée",0,0,0,0,0,0,0,3708.34757203055,0,0,1217.94156755871,5419.28879393557,11280.8157334613,11336.9783121699,11748.2197056644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1241.30171438424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24892.005416506,15503.8883848124,13563.5585566147,0,NA,11308.8970228156,24892.005416506
"56","Bylikombo2",0,1,0,"MI29","M","Minganga",3,"Adulte",0,0,0,0,0,0,0,3708.34757203055,0,0,0,5419.28879393557,11280.8157334613,11336.9783121699,11748.2197056644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1241.30171438424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13563.5585566147,0,NA,11280.8157334613,13563.5585566147
"57","Makossa3",0,0,0,"MI3","F","",NA,"Adolescent",0,0,0,0,0,0,0,15161.8323621648,12557.2287500892,11748.2197056644,10680.6172513185,6369.20790186196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12846.5461050492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1831.5821899513,0,NA,11748.2197056644,15161.8323621648
"58","Avocat",0,0,0,"MI30","M","Toukoulaka",0,"Adolescent",3312.37979917717,3155.73578466977,0,0,0,0,3106.05657661027,7307.86802039352,8113.78042260879,8547.03305701621,9263.42930555923,10931.578390827,14926.0712820518,14974.8245812683,15174.8209355137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20008.4231646689,20332.8587070465,0,16841.5392411834,0,NA,10097.5038481931,20332.8587070465
"59","Epopé",1,1,0,"MI31","F","Toukoulaka",5,"Personne âgée",0,0,2301.16162045399,2594.78777130577,3106.05657661027,3250.392007215,0,7095.06219146973,8883.24445727768,9553.47761684404,10534.0639963311,13090.9381926525,17635.4950172576,17686.6681124203,17925.2081375192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9739.37192194878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17323.8909163794,9175.1061717803,0,0,NA,9553.47761684404,17925.2081375192
"60","Avocat",0,0,0,"MI32","M","Attention",NA,"Adolescent",3312.37979917717,3155.73578466977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9116.40696497551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20008.4231646689,20332.8587070465,0,0,0,NA,9116.40696497551,20332.8587070465
"61","Avocat",0,0,0,"MI34","M","Toukoulaka",0,"Adolescent",3312.37979917717,3155.73578466977,0,0,0,0,3106.05657661027,7307.86802039352,8113.78042260879,8547.03305701621,9263.42930555923,10931.578390827,14926.0712820518,14974.8245812683,15174.8209355137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20008.4231646689,20332.8587070465,0,16841.5392411834,0,NA,10097.5038481931,20332.8587070465
"62","Avocat",0,0,1,"MI35","M","Attention",NA,"Enfant",3312.37979917717,3155.73578466977,0,0,0,0,3106.05657661027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9116.40696497551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20008.4231646689,20332.8587070465,12267.2823928173,0,0,NA,9116.40696497551,20332.8587070465
"63","Avocat",0,0,1,"MI36","F","Attention",NA,"Enfant",3312.37979917717,3155.73578466977,0,0,0,0,3106.05657661027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9116.40696497551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12267.2823928173,0,0,NA,3312.37979917717,12267.2823928173
"64","Avocat",0,0,1,"MI37","M","Attention",NA,"Enfant",3312.37979917717,3155.73578466977,0,0,0,0,3106.05657661027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9116.40696497551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20008.4231646689,20332.8587070465,12267.2823928173,16841.5392411834,0,NA,10691.8446788964,20332.8587070465
"65","Avocat",0,1,0,"MI38","F","Attention",4,"Adulte",3312.37979917717,3155.73578466977,0,0,0,0,3106.05657661027,7307.86802039352,8113.78042260879,8547.03305701621,9263.42930555923,10931.578390827,14926.0712820518,14974.8245812683,15174.8209355137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20332.8587070465,12267.2823928173,16841.5392411834,0,NA,10097.5038481931,20332.8587070465
"66","Avocat",0,1,0,"MI39","M","Attention",4,"Adulte",3312.37979917717,3155.73578466977,0,0,0,0,3106.05657661027,7307.86802039352,8113.78042260879,8547.03305701621,9263.42930555923,10931.578390827,14926.0712820518,14974.8245812683,15174.8209355137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9116.40696497551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20008.4231646689,20332.8587070465,12267.2823928173,16841.5392411834,0,NA,10097.5038481931,20332.8587070465
"67","Makossa3",0,0,1,"MI4","M","Mossombo",NA,"Enfant",0,0,0,0,0,0,0,15161.8323621648,12557.2287500892,11748.2197056644,10680.6172513185,6369.20790186196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12846.5461050492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1831.5821899513,0,NA,11748.2197056644,15161.8323621648
"68","Avocat",0,0,1,"MI40","M","Attention",NA,"Enfant",3312.37979917717,3155.73578466977,0,0,0,0,3106.05657661027,7307.86802039352,8113.78042260879,8547.03305701621,9263.42930555923,10931.578390827,14926.0712820518,14974.8245812683,15174.8209355137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9116.40696497551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20008.4231646689,20332.8587070465,12267.2823928173,0,0,NA,9263.42930555923,20332.8587070465
"69","Avocat",1,1,0,"MI41","M","Minganga",8,"Personne âgée",3312.37979917717,3155.73578466977,0,0,0,0,3106.05657661027,7307.86802039352,8113.78042260879,8547.03305701621,9263.42930555923,10931.578390827,14926.0712820518,14974.8245812683,15174.8209355137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9116.40696497551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20008.4231646689,20332.8587070465,0,16841.5392411834,63025.9297236075,NA,10097.5038481931,63025.9297236075
"70","Avocat",0,0,0,"MI42","F","Attention",NA,"Adolescent",3312.37979917717,3155.73578466977,0,0,0,0,3106.05657661027,7307.86802039352,8113.78042260879,8547.03305701621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20008.4231646689,20332.8587070465,12267.2823928173,16841.5392411834,0,NA,8330.4067398125,20332.8587070465
"71","Avocat",0,1,0,"MI43","F","Attention",2,"Adulte",3312.37979917717,3155.73578466977,0,0,0,0,3106.05657661027,7307.86802039352,8113.78042260879,8547.03305701621,9263.42930555923,10931.578390827,14926.0712820518,14974.8245812683,15174.8209355137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9116.40696497551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20008.4231646689,20332.8587070465,12267.2823928173,0,0,NA,9263.42930555923,20332.8587070465
"72","Avocat",1,1,0,"MI44","F","Bène",8,"Personne âgée",3312.37979917717,3155.73578466977,0,0,0,0,3106.05657661027,7307.86802039352,8113.78042260879,8547.03305701621,9263.42930555923,10931.578390827,14926.0712820518,14974.8245812683,15174.8209355137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9116.40696497551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20332.8587070465,12267.2823928173,16841.5392411834,0,NA,9263.42930555923,20332.8587070465
"73","Avocat",0,1,0,"MI45","M","Attention",1,"Adulte",3312.37979917717,3155.73578466977,0,0,0,0,3106.05657661027,7307.86802039352,8113.78042260879,8547.03305701621,9263.42930555923,10931.578390827,14926.0712820518,14974.8245812683,15174.8209355137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20332.8587070465,12267.2823928173,16841.5392411834,0,NA,10097.5038481931,20332.8587070465
"74","Avocat",0,0,1,"MI46","F","Attention",NA,"Enfant",3312.37979917717,3155.73578466977,0,0,0,0,3106.05657661027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9116.40696497551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20008.4231646689,20332.8587070465,12267.2823928173,0,0,NA,9116.40696497551,20332.8587070465
"75","Moundouala2",0,0,0,"MI47","M","Attention",NA,"Adolescent",0,0,2269.93850144969,2600.25202794207,3155.73578466977,3307.93809291307,0,7537.93364653566,9297.72052380102,9956.7634994966,10922.7997392175,13399.6244670648,17855.9098169815,17906.5574374995,18135.9743717931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10163.0045857466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16915.3610568009,17192.066569453,0,0,0,NA,10163.0045857466,18135.9743717931
"76","Moundouala2",0,0,0,"MI48","F","Attention",NA,"Adolescent",0,0,2269.93850144969,2600.25202794207,3155.73578466977,3307.93809291307,0,7537.93364653566,9297.72052380102,9956.7634994966,10922.7997392175,13399.6244670648,17855.9098169815,17906.5574374995,18135.9743717931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10163.0045857466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16915.3610568009,17192.066569453,0,0,0,NA,10163.0045857466,18135.9743717931
"77","Moundouala2",0,0,0,"MI49","F","Attention",NA,"Adolescent",0,0,2269.93850144969,2600.25202794207,3155.73578466977,3307.93809291307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10163.0045857466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9216.36983453115,0,0,NA,3231.83693879142,10163.0045857466
"78","Makossa3",0,0,1,"MI5","F","",NA,"Enfant",0,0,0,0,0,0,0,15161.8323621648,12557.2287500892,11748.2197056644,10680.6172513185,6369.20790186196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12846.5461050492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1831.5821899513,0,NA,11748.2197056644,15161.8323621648
"79","Moundouala2",0,1,0,"MI50","M","Attention",5,"Adulte",0,0,2269.93850144969,2600.25202794207,3155.73578466977,3307.93809291307,0,7537.93364653566,9297.72052380102,9956.7634994966,10922.7997392175,13399.6244670648,17855.9098169815,17906.5574374995,18135.9743717931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16915.3610568009,17192.066569453,9216.36983453115,19844.68987725,0,NA,10439.7816193571,19844.68987725
"80","Moundouala2",0,0,1,"MI51","F","Attention",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10163.0045857466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9216.36983453115,0,0,NA,9689.68721013885,10163.0045857466
"81","Moundouala2",0,0,1,"MI52","M","Attention",NA,"Enfant",0,0,2269.93850144969,2600.25202794207,3155.73578466977,3307.93809291307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10163.0045857466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9216.36983453115,0,0,NA,3231.83693879142,10163.0045857466
"82","Moundouala2",0,1,0,"MI53","F","",5,"Adulte",0,0,2269.93850144969,2600.25202794207,3155.73578466977,3307.93809291307,0,7537.93364653566,9297.72052380102,9956.7634994966,10922.7997392175,13399.6244670648,17855.9098169815,17906.5574374995,18135.9743717931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10163.0045857466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16915.3610568009,17192.066569453,9216.36983453115,19844.68987725,0,NA,10163.0045857466,19844.68987725
"83","Moundouala2",0,0,1,"MI54","F","Attention",NA,"Enfant",0,0,2269.93850144969,2600.25202794207,3155.73578466977,3307.93809291307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10163.0045857466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9216.36983453115,0,0,NA,3231.83693879142,10163.0045857466
"84","Bokéya2",0,1,0,"MI55","M","Attention",4,"Adulte",2765.38810894311,2600.25202794207,0,0,0,0,2594.78777130577,7467.5444966458,8460.34096959093,8937.05379773415,9700.40473310127,11494.2139861372,15530.926488803,15579.7322410547,15780.2744202094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19413.6543716394,19751.5915268764,11769.8690560442,17446.8304434043,0,NA,11494.2139861372,19751.5915268764
"85","Bokéya2",0,0,1,"MI56","M","Attention",NA,"Enfant",2765.38810894311,2600.25202794207,0,0,0,0,2594.78777130577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9446.02859421298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2682.82006844259,9446.02859421298
"86","Bokéya2",1,1,0,"MI57","F","Minganga",5,"Personne âgée",2765.38810894311,2600.25202794207,0,0,0,0,2594.78777130577,7467.5444966458,8460.34096959093,8937.05379773415,9700.40473310127,11494.2139861372,15530.926488803,15579.7322410547,15780.2744202094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9446.02859421298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11769.8690560442,17446.8304434043,0,NA,9573.21666365713,17446.8304434043
"87","Bokéya2",1,1,0,"MI58","M","",NA,"Personne âgée",2765.38810894311,2600.25202794207,0,0,0,0,2594.78777130577,7467.5444966458,8460.34096959093,8937.05379773415,9700.40473310127,11494.2139861372,15530.926488803,15579.7322410547,15780.2744202094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11769.8690560442,17446.8304434043,0,NA,9700.40473310127,17446.8304434043
"88","Bokéya2",0,0,1,"MI59","F","Attention",NA,"Enfant",2765.38810894311,2600.25202794207,0,0,0,0,2594.78777130577,7467.5444966458,8460.34096959093,8937.05379773415,9700.40473310127,11494.2139861372,15530.926488803,15579.7322410547,15780.2744202094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9446.02859421298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11769.8690560442,0,0,NA,9446.02859421298,15780.2744202094
"89","Makossa3",0,1,0,"MI6","F","Mbili",3,"Adulte",0,0,0,0,0,0,0,15161.8323621648,12557.2287500892,11748.2197056644,10680.6172513185,6369.20790186196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12846.5461050492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35003.8117668715,35122.9771189301,26187.7318112722,1831.5821899513,0,NA,12701.8874275692,35122.9771189301
"90","Bokéya2",0,0,1,"MI60","F","Minganga",NA,"Enfant",2765.38810894311,2600.25202794207,0,0,0,0,2594.78777130577,7467.5444966458,8460.34096959093,8937.05379773415,9700.40473310127,11494.2139861372,15530.926488803,15579.7322410547,15780.2744202094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11769.8690560442,0,0,NA,9318.72926541771,15780.2744202094
"91","Bokéya2",0,0,1,"MI61","M","Attention",NA,"Enfant",2765.38810894311,2600.25202794207,0,0,0,0,2594.78777130577,7467.5444966458,8460.34096959093,8937.05379773415,9700.40473310127,11494.2139861372,15530.926488803,15579.7322410547,15780.2744202094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9446.02859421298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11769.8690560442,0,0,NA,9446.02859421298,15780.2744202094
"92","Bokéya2",0,1,0,"MI62","F","Attention",4,"Adulte",2765.38810894311,2600.25202794207,0,0,0,0,2594.78777130577,7467.5444966458,8460.34096959093,8937.05379773415,9700.40473310127,11494.2139861372,15530.926488803,15579.7322410547,15780.2744202094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9446.02859421298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19413.6543716394,19751.5915268764,11769.8690560442,17446.8304434043,0,NA,10597.3093596192,19751.5915268764
"93","Epopé",0,1,0,"MI63","M","Attention",4,"Adulte",0,0,2301.16162045399,2594.78777130577,3106.05657661027,3250.392007215,0,7095.06219146973,8883.24445727768,9553.47761684404,10534.0639963311,13090.9381926525,17635.4950172576,17686.6681124203,17925.2081375192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17323.8909163794,9175.1061717803,19647.3839041298,0,NA,9553.47761684404,19647.3839041298
"94","Epopé",0,0,1,"MI64","F","Attention",NA,"Enfant",0,0,2301.16162045399,2594.78777130577,3106.05657661027,3250.392007215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9739.37192194878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9175.1061717803,0,0,NA,3178.22429191264,9739.37192194878
"95","Epopé",0,0,1,"MI65","M","Attention",NA,"Enfant",0,0,2301.16162045399,2594.78777130577,3106.05657661027,3250.392007215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17323.8909163794,9175.1061717803,19647.3839041298,0,NA,3250.392007215,19647.3839041298
"96","Epopé",0,0,1,"MI66","M","Attention",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,-Inf
"97","Epopé",0,1,0,"MI67","F","Toukoulaka",4,"Adulte",0,0,2301.16162045399,2594.78777130577,3106.05657661027,3250.392007215,0,7095.06219146973,8883.24445727768,9553.47761684404,10534.0639963311,13090.9381926525,17635.4950172576,17686.6681124203,17925.2081375192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9739.37192194878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17323.8909163794,9175.1061717803,19647.3839041298,0,NA,9646.42476939641,19647.3839041298
"98","Makossa2",0,1,0,"MI68","F","Minganga",NA,"Adulte",0,0,15951.3023354086,15579.7322410547,0,0,0,14779.5745511928,12153.9165438039,11336.9783121699,10256.9911933727,5941.77161417767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12423.7118627824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25875.1425396089,0,0,NA,12423.7118627824,25875.1425396089
"99","Makossa2",0,0,1,"MI69","M","Mbili",NA,"Enfant",0,0,0,0,0,0,0,14779.5745511928,12153.9165438039,11336.9783121699,10256.9911933727,5941.77161417767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34751.1026742071,34848.2605579712,25875.1425396089,2226.74474036455,0,NA,12153.9165438039,34848.2605579712
"100","Makossa3",1,1,0,"MI7","M","Mossombo",4,"Personne âgée",0,0,0,0,0,0,0,15161.8323621648,12557.2287500892,11748.2197056644,10680.6172513185,6369.20790186196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12846.5461050492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,12152.7242278768,15161.8323621648
"101","Makossa2",0,1,0,"MI70","M","Mbili",NA,"Adulte",18016.0218425999,17906.5574374995,15951.3023354086,15579.7322410547,14974.8245812683,14816.6461861055,17686.6681124203,14779.5745511928,12153.9165438039,11336.9783121699,10256.9911933727,5941.77161417767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34848.2605579712,25875.1425396089,2226.74474036455,0,NA,14974.8245812683,34848.2605579712
"102","Makossa2",0,1,0,"MI71","F","Mbili",NA,"Adulte",18016.0218425999,17906.5574374995,15951.3023354086,15579.7322410547,14974.8245812683,14816.6461861055,17686.6681124203,14779.5745511928,12153.9165438039,11336.9783121699,10256.9911933727,5941.77161417767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34751.1026742071,34848.2605579712,25875.1425396089,0,0,NA,15579.7322410547,34848.2605579712
"103","Makossa2",0,0,1,"MI72","F","Mossombo",NA,"Enfant",0,0,0,0,0,0,0,14779.5745511928,12153.9165438039,11336.9783121699,10256.9911933727,5941.77161417767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12423.7118627824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,11745.4474279869,14779.5745511928
"104","Makossa2",0,0,1,"MI73","M","Mbili",NA,"Enfant",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2226.74474036455,0,NA,2226.74474036455,2226.74474036455
"105","Makossa2",0,0,1,"MI74","M","Mbili",NA,"Enfant",0,0,0,0,0,0,0,14779.5745511928,12153.9165438039,11336.9783121699,10256.9911933727,5941.77161417767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2226.74474036455,0,NA,10796.9847527713,14779.5745511928
"106","Makossa2",0,0,1,"MI75","F","Mossombo",NA,"Enfant",0,0,0,0,0,0,0,14779.5745511928,12153.9165438039,11336.9783121699,10256.9911933727,5941.77161417767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12423.7118627824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,11745.4474279869,14779.5745511928
"107","Makossa3",0,1,0,"MI76","M","Mossombo",NA,"Adulte",0,0,0,0,0,0,0,15161.8323621648,12557.2287500892,11748.2197056644,10680.6172513185,6369.20790186196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12846.5461050492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35003.8117668715,35122.9771189301,0,0,0,NA,12701.8874275692,35122.9771189301
